run	status	mttr_T9_T0	delete_returns_T1_T0	infra_gone_T2_T0	seed_T3_T2	build_both_T6_T4	build_cp_T5_T4	workload_T9_T7	cp_node	worker_node	ghosts	workload_node	pulled	kubesystem_created	load_before	load_after	memav_before
1	FAILED															
